ACCIDENT_YEAR,ACCIDENT_MONTH,ACCIDENT_DAY,ACCIDENT_HOUR,ACCIDENT_WEEKDAY,ACCIDENTLOCATION,IMPACTLOCATION,INITIALIMPACTTYPE,LIGHT,ROADJURISDICTION,TRAFFICCONTROL,TRAFFICCONTROLCONDITION,THRULANENO,NORTHBOUNDDISOBEYCOUNT,SOUTHBOUNDDISOBEYCOUNT,PEDESTRIANINVOLVED,CYCLISTINVOLVED,MOTORCYCLISTINVOLVED,ENVIRONMENTCONDITION1,injury
2015,1,1,0,Thursday,Intersection related,Off highway,SMV other,"Daylight, artificial",Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,1,1,8,Thursday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,1,17,Thursday,Other,Not on roadway - left side,SMV other,"Daylight, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,2,22,Friday,At intersection,Within intersection,SMV other,"Dark, artificial",Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,1,3,9,Saturday,Non intersection,Not on roadway - right side,SMV other,Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,3,22,Saturday,Non intersection,Not on roadway - right side,SMV other,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Rain,1
2015,1,4,1,Sunday,Intersection related,Right shoulder,SMV other,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Freezing Rain,0
2015,1,5,8,Monday,At intersection,Thru lane,SMV other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,True,False,False,Snow,1
2015,1,5,8,Monday,At/near private drive,Thru lane,Turning movement,Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Drifting Snow,0
2015,1,5,9,Monday,Non intersection,Thru lane,Approaching,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Strong wind,0
2015,1,5,19,Monday,At/near private drive,Thru lane,SMV unattended vehicle,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Drifting Snow,0
2015,1,6,2,Tuesday,At intersection,Not on roadway - right side,SMV other,"Dark, artificial",Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,1,5,18,Monday,At/near private drive,Thru lane,SMV unattended vehicle,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2015,1,6,21,Tuesday,Non intersection,Not on roadway - right side,SMV other,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,1
2015,1,7,8,Wednesday,At/near private drive,Thru lane,Rear end,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,7,10,Wednesday,Intersection related,Not on roadway - right side,SMV other,Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Snow,0
2015,1,7,10,Wednesday,At intersection,Within intersection,Angle,Daylight,Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,0,False,False,False,Snow,0
2015,1,7,11,Wednesday,At intersection,Within intersection,Angle,Daylight,Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,0,False,False,False,Clear,0
2015,1,7,11,Wednesday,Non intersection,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,7,12,Wednesday,At intersection,Within intersection,Angle,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Strong wind,0
2015,1,7,9,Wednesday,At/near private drive,Thru lane,Other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,1
2015,1,7,5,Wednesday,At/near private drive,Thru lane,Sideswipe,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Strong wind,0
2015,1,7,22,Wednesday,At intersection,Within intersection,Angle,"Dark, artificial",Regional municipality,Stop sign,Functioning,0,0,1,False,False,False,Clear,0
2015,1,8,14,Thursday,Non intersection,Not on roadway - right side,SMV other,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,1,8,14,Thursday,At intersection,Within intersection,Angle,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,1
2015,1,8,14,Thursday,Intersection related,Thru lane,Rear end,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,1,8,8,Thursday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,9,10,Friday,Intersection related,Thru lane,Rear end,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Snow,1
2015,1,9,11,Friday,At intersection,Within intersection,Angle,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Snow,0
2015,1,9,17,Friday,Intersection related,Thru lane,Rear end,Dusk,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Snow,0
2015,1,10,8,Saturday,At/near private drive,Thru lane,Turning movement,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,1,9,16,Friday,At/near private drive,Thru lane,Rear end,Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,10,15,Saturday,Non intersection,Thru lane,Other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,11,15,Sunday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2015,1,11,18,Sunday,At/near private drive,Thru lane,SMV unattended vehicle,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2015,1,12,10,Monday,At/near private drive,Not on roadway - right side,SMV other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,12,9,Monday,Non intersection,Not on roadway - right side,SMV other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2015,1,12,13,Monday,Non intersection,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2015,1,12,16,Monday,At/near private drive,Thru lane,Turning movement,"Dark, artificial",Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,13,8,Tuesday,At intersection,Within intersection,SMV other,Daylight,Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,0,False,False,False,Clear,0
2015,1,13,9,Tuesday,Non intersection,Thru lane,Sideswipe,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,13,12,Tuesday,At intersection,Left turn lane,Rear end,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,1,13,15,Tuesday,Intersection related,Thru lane,Rear end,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,13,19,Tuesday,At/near private drive,Thru lane,SMV unattended vehicle,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,13,11,Tuesday,Non intersection,Thru lane,Rear end,Daylight,Municipal (excl. Twp. Rd.),School bus,Functioning,0,0,0,False,False,False,Clear,0
2015,1,14,8,Wednesday,At intersection,Within intersection,Rear end,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,14,12,Wednesday,Intersection related,Thru lane,Turning movement,Daylight,Regional municipality,Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,1,14,16,Wednesday,At intersection,Within intersection,Angle,"Dark, artificial",Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,1,14,17,Wednesday,Non intersection,Thru lane,Rear end,Dusk,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,15,15,Thursday,At intersection,Within intersection,Angle,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,1,15,17,Thursday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,16,2,Friday,Other,Off highway,Other,"Dark, artificial",Private property,No control,unknown,0,0,0,False,False,False,Snow,0
2015,1,16,8,Friday,At/near private drive,Thru lane,Other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2015,1,16,11,Friday,At/near private drive,Thru lane,Angle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,16,9,Friday,At/near private drive,Thru lane,Other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,16,13,Friday,At intersection,Other,Angle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,16,15,Friday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,15,20,Thursday,Non intersection,Thru lane,SMV other,Dark,Regional municipality,No control,unknown,0,0,0,True,False,False,Clear,1
2015,1,16,19,Friday,Non intersection,Thru lane,Rear end,"Dark, artificial",Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,17,0,Saturday,At intersection,Within intersection,Rear end,"Dark, artificial",Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,1,17,0,Saturday,At/near private drive,Thru lane,SMV unattended vehicle,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,17,11,Saturday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,18,15,Sunday,At/near private drive,Right turn channel,Turning movement,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,1,18,17,Sunday,Non intersection,Not on roadway - left side,SMV other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2015,1,19,8,Monday,At/near private drive,Thru lane,Angle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,18,19,Sunday,At/near private drive,Thru lane,SMV unattended vehicle,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2015,1,19,23,Monday,At intersection,Within intersection,Angle,"Dark, artificial",Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,1,0,False,False,False,Clear,0
2015,1,20,11,Tuesday,At/near private drive,Thru lane,Turning movement,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,1
2015,1,20,16,Tuesday,At/near private drive,Thru lane,Turning movement,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,21,7,Wednesday,Intersection related,Thru lane,Sideswipe,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,1,21,13,Wednesday,Non intersection,Thru lane,Rear end,Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,1
2015,1,23,2,Friday,Intersection related,Thru lane,Rear end,Dark,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,1,22,11,Thursday,Intersection related,Thru lane,Rear end,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,1,22,11,Thursday,Non intersection,Thru lane,SMV unattended vehicle,Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,22,10,Thursday,At/near private drive,Thru lane,SMV other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,23,18,Friday,At/near private drive,Thru lane,SMV unattended vehicle,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,24,21,Saturday,Non intersection,Thru lane,SMV unattended vehicle,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,24,22,Saturday,Non intersection,Off highway,SMV other,"Daylight, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2015,1,25,14,Sunday,At intersection,Within intersection,Angle,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,1,26,11,Monday,At/near private drive,Right shoulder,Other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,26,12,Monday,Non intersection,Not on roadway - left side,SMV other,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,1,26,19,Monday,Non intersection,Thru lane,SMV other,"Dark, artificial",Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,27,14,Tuesday,Non intersection,Thru lane,Sideswipe,Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,27,19,Tuesday,At/near private drive,Right shoulder,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,27,19,Tuesday,At intersection,Within intersection,Angle,Dusk,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,1,27,17,Tuesday,At/near private drive,Off highway,Other,"Dusk, artificial",Private property,No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,28,15,Wednesday,At intersection,Within intersection,SMV other,Daylight,Regional municipality,Stop sign,Functioning,0,0,0,True,False,False,Clear,1
2015,1,28,22,Wednesday,Non intersection,Not on roadway - right side,SMV other,"Daylight, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,29,8,Thursday,Non intersection,Off highway,SMV other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,17,16,Saturday,Other,Off highway,Rear end,Daylight,Private property,No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,29,16,Thursday,Non intersection,Right shoulder,SMV other,Dark,Regional municipality,No control,unknown,0,0,0,False,False,False,Snow,0
2015,1,29,18,Thursday,At intersection,Within intersection,Turning movement,Dark,Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,0,False,False,False,Snow,1
2015,1,29,17,Thursday,At intersection,Thru lane,Rear end,"Dark, artificial",Regional municipality,No control,unknown,0,0,0,False,False,False,Snow,1
2015,1,29,18,Thursday,At/near private drive,Thru lane,Angle,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2015,1,29,13,Thursday,At/near private drive,Thru lane,Turning movement,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,30,12,Friday,At intersection,Within intersection,Angle,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,1,30,12,Friday,At/near private drive,Thru lane,Other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,30,16,Friday,Non intersection,Thru lane,SMV unattended vehicle,Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,30,16,Friday,Intersection related,Thru lane,Rear end,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,31,4,Saturday,Non intersection,Not on roadway - left side,SMV other,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,1,5,Sunday,Non intersection,Not on roadway - right side,SMV other,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,1,31,21,Saturday,At/near private drive,Thru lane,SMV unattended vehicle,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,1,12,Sunday,At intersection,Within intersection,Angle,Daylight,Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,0,False,False,False,Clear,1
2015,1,29,15,Thursday,At intersection,Thru lane,Turning movement,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,1,30,22,Friday,At intersection,Thru lane,Rear end,"Dark, artificial",Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,0,False,False,False,Clear,0
2015,2,2,7,Monday,Non intersection,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2015,2,2,9,Monday,At/near private drive,Thru lane,Turning movement,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,2,14,Monday,Non intersection,Thru lane,Sideswipe,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,2,15,Monday,At/near private drive,Thru lane,Turning movement,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,2,17,Monday,Intersection related,Thru lane,Rear end,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,2,2,16,Monday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,2,18,Monday,At intersection,Within intersection,Turning movement,Dark,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Snow,0
2015,2,1,21,Sunday,At/near private drive,Thru lane,SMV unattended vehicle,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2015,1,25,22,Sunday,At/near private drive,Thru lane,SMV unattended vehicle,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,3,7,Tuesday,At intersection,Within intersection,Angle,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,1
2015,2,3,8,Tuesday,At intersection,Within intersection,Turning movement,Daylight,Regional municipality,Traffic signal,Functioning,0,0,0,False,False,False,Clear,0
2015,2,3,8,Tuesday,At/near private drive,Thru lane,Other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,3,9,Tuesday,At intersection,Within intersection,Angle,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,1
2015,1,21,12,Wednesday,At/near private drive,Thru lane,Other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,3,12,Tuesday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,3,15,Tuesday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,3,15,Tuesday,At/near private drive,Right shoulder,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,3,7,Tuesday,At/near private drive,Thru lane,Rear end,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,3,7,Tuesday,Non intersection,Right turn channel,Rear end,Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,3,17,Tuesday,At/near private drive,Thru lane,Rear end,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,4,9,Wednesday,At intersection,Within intersection,Angle,Daylight,Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,0,False,False,False,Snow,1
2015,2,3,14,Tuesday,Non intersection,Thru lane,Sideswipe,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,4,8,Wednesday,Non intersection,Thru lane,Sideswipe,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,4,16,Wednesday,At intersection,Within intersection,Turning movement,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Snow,0
2015,2,4,14,Wednesday,At/near private drive,Off highway,SMV other,Daylight,Private property,No control,unknown,0,0,0,False,False,False,Snow,0
2015,2,4,17,Wednesday,At/near private drive,Thru lane,Turning movement,Daylight,Regional municipality,Traffic signal,Functioning,0,0,0,False,False,False,Snow,0
2015,2,2,8,Monday,At/near private drive,Thru lane,Other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2015,2,4,19,Wednesday,Intersection related,Within intersection,Turning movement,"Dark, artificial",Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,2,4,19,Wednesday,At intersection,Within intersection,Turning movement,Dark,Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,0,False,False,False,Clear,0
2015,2,5,8,Thursday,At/near private drive,Thru lane,Rear end,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,5,8,Thursday,Non intersection,Thru lane,Rear end,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,5,8,Thursday,At/near private drive,Thru lane,Turning movement,Daylight,Regional municipality,Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,2,4,17,Wednesday,At intersection,Thru lane,Rear end,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Snow,0
2015,2,4,14,Wednesday,Intersection related,Thru lane,Sideswipe,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,4,17,Wednesday,Non intersection,Thru lane,SMV unattended vehicle,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2015,2,4,18,Wednesday,Intersection related,Thru lane,Rear end,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2015,2,6,12,Friday,Intersection related,Thru lane,Turning movement,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,2,6,13,Friday,At/near private drive,Thru lane,Turning movement,Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,6,16,Friday,Intersection related,Thru lane,Rear end,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,1
2015,2,6,15,Friday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2015,2,6,23,Friday,At intersection,Within intersection,Turning movement,"Dark, artificial",Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Snow,0
2015,2,7,12,Saturday,At/near private drive,Thru lane,Angle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,7,15,Saturday,At intersection,Within intersection,Turning movement,Daylight,Regional municipality,Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,2,1,19,Sunday,Non intersection,Right shoulder,SMV other,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,7,21,Saturday,At/near private drive,Thru lane,SMV unattended vehicle,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,8,13,Sunday,At/near private drive,Not on roadway - right side,SMV other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,True,False,False,Snow,1
2015,2,8,18,Sunday,At intersection,Thru lane,SMV other,"Dark, artificial",Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Snow,0
2015,2,8,23,Sunday,Non intersection,Thru lane,SMV unattended vehicle,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2015,2,4,10,Wednesday,Non intersection,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,9,8,Monday,At intersection,Within intersection,Approaching,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,2,8,14,Sunday,At/near private drive,Thru lane,Other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2015,2,9,8,Monday,At/near private drive,Thru lane,Other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,9,11,Monday,At/near private drive,Thru lane,Turning movement,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,8,14,Sunday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,5,9,Thursday,Non intersection,Right shoulder,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,9,6,Monday,At intersection,Within intersection,Angle,Dark,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,2,10,8,Tuesday,At intersection,Within intersection,Turning movement,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,1
2015,2,10,9,Tuesday,At/near private drive,Thru lane,Other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,1
2015,2,10,11,Tuesday,Non intersection,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,10,12,Tuesday,At/near private drive,Thru lane,Other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,10,13,Tuesday,At/near private drive,Not on roadway - right side,SMV other,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Snow,0
2015,2,10,14,Tuesday,At/near private drive,Thru lane,Turning movement,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,10,8,Tuesday,Non intersection,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,11,16,Wednesday,At/near private drive,Not on roadway - right side,SMV other,Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Snow,0
2015,2,11,19,Wednesday,Intersection related,Thru lane,Angle,Dark,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Snow,0
